If you liked (ID),If you liked (Title),Recommendation 1 (ID),Recommendation 1 (Title),Similarity 1,Recommendation 2 (ID),Recommendation 2 (Title),Similarity 2,Recommendation 3 (ID),Recommendation 3 (Title),Similarity 3,Recommendation 4 (ID),Recommendation 4 (Title),Similarity 4,Recommendation 5 (ID),Recommendation 5 (Title),Similarity 5
2595,Google's new translation software is almost as good as human translators,2447,"A Neural Network for Machine Translation, at Production Scale",0.3737,1086,"Facebook ditches Bing, 800M users now see its own AI text translations",0.2934,2532,Why Deep Learning Is Suddenly Changing Your Life,0.2611,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2574,1495,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2553
2596,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade",2714,The Competitive Landscape for Machine Intelligence,0.1893,2743,The Competitive Landscape for Machine Intelligence,0.1893,1235,The barbell effect of machine learning.,0.1689,849,The next AI is no AI,0.1688,161,Deep learning will be huge - and here's who will dominate it,0.1439
2597,IBM now uses more Macs than any other company | Cult of Mac,2599,IBM now uses more Macs than any other company | Cult of Mac,1.0000,2598,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",0.6511,2603,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",0.4694,2609,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,0.4643,2602,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",0.3549
2598,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",2597,IBM now uses more Macs than any other company | Cult of Mac,0.6511,2599,IBM now uses more Macs than any other company | Cult of Mac,0.6511,2603,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",0.5342,2609,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,0.4156,2602,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",0.3664
2599,IBM now uses more Macs than any other company | Cult of Mac,2599,IBM now uses more Macs than any other company | Cult of Mac,1.0000,2598,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",0.6511,2603,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",0.4694,2609,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,0.4643,2602,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",0.3549
2600,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",2516,Today in Apple history: Steve Jobs passes away | Cult of Mac,0.2011,2517,Today in Apple history: Steve Jobs passes away,0.2011,2518,Today in Apple history: Steve Jobs passes away | Cult of Mac,0.2011,2632,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,0.1777,2171,Today in Apple history: Steve Jobs resigns as Apple CEO,0.1601
2601,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,2219,"Apple announces 'iPhone 7' September 7 event, Apple Watch 2 and MacBook Pros may be unveiled",0.4036,2034,MacBook Pro Lineup Set For 'Most Significant Overhaul in Over 4 Years',0.3916,1355,What to Expect at WWDC 2016,0.3662,2220,Apple Invites Media to September 7 Event: 'See You on the 7th',0.3540,2680,New MacBook Pro is not a Laptop for Developers Anymore,0.3531
2602,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",2598,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",0.3664,2597,IBM now uses more Macs than any other company | Cult of Mac,0.3549,2599,IBM now uses more Macs than any other company | Cult of Mac,0.3549,1355,What to Expect at WWDC 2016,0.2639,577,IBM makes a big shift into cognitive computing,0.2576
2603,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",2598,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",0.5342,2597,IBM now uses more Macs than any other company | Cult of Mac,0.4694,2599,IBM now uses more Macs than any other company | Cult of Mac,0.4694,2609,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,0.3484,2602,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",0.2479
2604,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,82,What's the Best Cloud? Probably GCP,0.3130,85,Google Cloud Platform for AWS Professionals,0.2956,2005,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",0.2868,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.2631,1142,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,0.2512
2605,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,2085,Advancing enterprise database workloads on Google Cloud Platform,0.3899,2475,Google Cloud Platform sets a course for new horizons,0.3282,1241,The five phases of migrating to Google Cloud Platform,0.3200,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.3016,100,Spotify chooses Google Cloud Platform to power data infrastructure,0.2946
2606,Introducing Google Cloud Shell's new code editor,1995,"Cloud Shell now GA, and still free",0.5763,495,19 Tips For Everyday Git Use,0.3141,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.3117,1879,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,0.2822,1617,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,0.2803
2607,"Apple sends out invites for an October 27th event, hints that new Macs are coming",1356,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,0.1967,1355,What to Expect at WWDC 2016,0.1762,1209,How Apple Keyboards Lost a Logo and Windows PCs Gained One,0.1731,2597,IBM now uses more Macs than any other company | Cult of Mac,0.1695,2599,IBM now uses more Macs than any other company | Cult of Mac,0.1695
2608,All Tesla cars built from now on have everything onboard for full self-driving,2097,Self-Driving Cars and Insurance,0.2243,2126,"The new, scary face of auto insurance",0.2231,615,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",0.1633,2096,Uber's first self-driving cars will start picking up passengers this month,0.1574,182,Bitcoin For A Tesla Model 3...Yes That Happened,0.1496
2609,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,2597,IBM now uses more Macs than any other company | Cult of Mac,0.4643,2599,IBM now uses more Macs than any other company | Cult of Mac,0.4643,2598,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",0.4156,2603,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",0.3484,1420,MacOS Sierra Preview,0.2897
2610,Load Testing Our Site on Pantheon (Drupalize.me),516,Authenticated User Page Caching (Authcache),0.2498,440,Performance Testing in a Nutshell,0.2422,347,7 Mistakes Most Beginners Make When A/B Testing,0.2209,711,"Handling context in ""outside-in""",0.2164,1482,Why 5 is the magic number for UX usability testing,0.2091
2611,Addressing Accessibility for the Web,2721,My Approach to Mobile Accessibility Testing - Ministry of Testing,0.3963,369,Building more accessible technology,0.2541,1954,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek,0.2212,1482,Why 5 is the magic number for UX usability testing,0.2041,2702,What to look for in a code review ,0.1663
2612,Introduction · Bitcoin para Programadores,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.1626,246,"Desenvolvendo Android, por onde começar? - Android Dev BR",0.1465,1730,[Bonito] Flutuações em Bonito: escolha a sua!,0.1291,2193,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",0.1233,1061,Desenvolvimento Efetivo na Plataforma Microsoft: o livro.,0.1224
2613,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",919,"The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire",0.3580,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2468,1495,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2451,2857,How Coca-Cola Is Harvesting Innovation Energy From Startups,0.2317,2715,How real businesses are using machine learning,0.2303
2614,Now we know how profitable Microsoft's cloud business is -and investors should be happy,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.2613,2838,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,0.2548,550,Google believes its superior AI will be the key to its future,0.2132,667,Now playing: New ISO security and privacy certifications for Google Cloud Platform,0.2131,1548,Microsoft's Open Source Love Affair Reaches New Heights,0.2088
2615,9 Rules of Open-Office Etiquette,2507,Live asynchronously.,0.1985,164,Microsoft is taking its cues from Facebook as it totally shakes up Office,0.1869,236,Better together: New Microsoft integrations for easier collaboration,0.1864,1327,How to Create a Unified Culture in a Company With Multiple Offices,0.1408,2629,Why Programmers Want Private Offices,0.1360
2616,Where is the bank's digital vision? - Chris Skinner's blog,288,Building a digital-banking business,0.3947,1809,7 Questions to Ask Before Your Next Digital Transformation,0.3936,2947,Five things to include in your digital transformation playbook,0.3553,2593,Digital Tool as Strategic Enabler for Banking Transformation,0.3465,1768,The Future of Digital Banking is Now,0.3407
2617,Build Apps Faster with Salesforce - Webinar,2844,Webinar Salesforce - Best Practices for Advanced Lightning Apps,0.9879,2371,Salesforce Einstein delivers artificial intelligence across the Salesforce platform,0.2598,2579,Assessing Salesforce's platform and ecosystem | ZDNet,0.2495,1175,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",0.2427,1243,Dries Buytaert,0.1402
2618,Client-side ranking to more efficiently show people stories in feed,1401,Beyond Progressive Web Apps Part 2: We Need to Know What's New,0.3769,2883,Facebook now flags and down-ranks fake news with help from outside fact checkers,0.2704,379,Bot Engine,0.2204,2519,BrowserLab: Automated regression detection for the web,0.2099,1019,Do you want Crappy Agile?,0.2031
2619,PICNIC,582,"diagramas para entender, criar, inovar e empreender: 3",0.2502,730,Por que a limitação da banda larga é uma forma de ignorar o futuro,0.2284,2152,Degraus para o sucesso: a inovação no core do negócio,0.2261,2782,O que é liderança? Liderança é fazer a diversidade funcionar.,0.2204,1738,A arte de encantar clientes: 5 lições que aprendemos com a Disney ,0.2198
2620,A trip to Google's New York City Pop-Up Shop,1073,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,0.1761,958,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",0.1669,833,VR possibilities at Google I/O 2016: Four things I'm hoping to see,0.1649,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.1552,2709,Google Home brings Google's smarts to your living room,0.1466
2621,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",1983,"Elopar lança o ""Digio"", cartão para brigar com Nubank",0.3909,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.3731,2897,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,0.3728,1188,Nubank: o futuro dos cartões de crédito [CT Entrevista] - Canaltech Entrevista,0.3199,1937,Nubank é considerada uma das marcas mais revolucionárias do mundo,0.3054
2622,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",2553,Aplicações da Inteligência artificial | Endeavor Brasil,0.9785,2379,6 exemplos de como usar computação cognitiva | EXAME.com,0.4366,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.4293,1925,Olhando para o futuro: 5 pontos de atenção,0.4164,1043,Confira as novidades apresentadas no Google I/O 2016,0.4147
2623,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.3618,1925,Olhando para o futuro: 5 pontos de atenção,0.3511,2366,Business Intelligence: qual a melhor definição para o tema?,0.3508,2728,Gestão de Dados: 10 questões básicas sobre seu uso,0.3481,1943,Dicas para aumentar produtividade: 14 dicas incríveis.,0.3453
2624,The technology behind preview photos,71,Drupal How-To: Responsive or Adaptive Images? | Acquia,0.2445,1462,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,0.2297,2324,"Machine Learning Can Identify Pixelated Faces, Researchers Show",0.2020,1856,A Beginner's Guide To Understanding Convolutional Neural Networks,0.2019,2794,New Amazon Linux Container Image for Cloud and On-Premises Workloads,0.1819
2625,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi,1699,A nova sede da LEGO na Dinamarca é toda sobre colaboração,0.1339,589,Raspberry Pi gets an 8-megapixel Sony camera upgrade,0.1194,2418,"How to build a robot that ""sees"" with $100 and TensorFlow",0.1119,2432,"How to build a robot that ""sees"" with $100 and TensorFlow",0.1119,1461,Machine Learning is Fun! Part 2,0.0969
2626,AI can learn from data without ever having access to it,1393,What Apple's differential privacy means for your data and the future of machine learning,0.3224,2560,Here's how The White House wants the U.S. to approach AI R&D,0.2486,161,Deep learning will be huge - and here's who will dominate it,0.2277,2602,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",0.2275,2847,Andrew Ng: What AI Can and Can't Do,0.2200
2627,Free Online IDE and Terminal,236,Better together: New Microsoft integrations for easier collaboration,0.2106,2343,"A whole new GitHub Universe: announcing new tools, forums, and features",0.1422,2254,It's Official: 68 Million Dropbox Account Details Leaked Online,0.1173,693,Microsoft wants to connect all your favorite apps with Flow,0.1164,1786,"Dropbox open-sources Lepton, a compression algorithm that cuts JPEG file size by 22%",0.0999
